srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,attack_id
175.45.176.1,19065,149.171.126.19,25,tcp,FIN,3.161087,301367,3200,62,252,120,8,smtp,759617.1875,7949.164062,248,54,255,255,2082934509,422743011,1215,59,0,0,1595.783238,93.23307,1424224829,1424224832,12.849947,59.190395,0.057643,0.023356,0.034287,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.2,38913,149.171.126.19,80,tcp,FIN,0.678582,1244,87208,62,252,2,34,http,13934.94043,1013843.563,20,72,255,255,3147333765,656233996,62,1211,1,0,1998.939348,1064.103554,1424224852,1424224853,35.708106,8.958676,0.098377,0.042508,0.055869,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.2,41664,149.171.126.19,80,tcp,FIN,1.17293,896,1226,62,252,2,2,http,5606.472656,7318.424805,12,8,255,255,3026408760,3788353896,75,153,1,190,7483.987642,327.7655,1424224852,1424224853,106.630003,158.088281,0.106739,0.065439,0.0413,0,1,1.0,, ,2,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.2,51110,149.171.126.19,25,tcp,FIN,0.61419,24493,1874,254,252,15,8,smtp,310171.125,23302.23633,36,22,255,255,1605584799,3425387794,680,85,0,0,1151.414096,35.726363,1424224861,1424224862,17.548286,28.342715,0.031553,0.018379,0.013174,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112619
175.45.176.2,32286,149.171.126.19,25,tcp,FIN,1.385663,31006,1928,254,252,16,8,smtp,174305.0,10669.26074,38,24,255,255,2863215852,3266820137,816,80,0,0,2984.216861,105.392867,1424224874,1424224875,37.420108,59.817914,0.047667,0.009845,0.037822,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.3,22524,149.171.126.19,139,tcp,FIN,2.820471,110698,5498,254,252,48,23,-,310966.5,15285.38965,104,50,255,255,1575454334,1991832376,1064,110,0,0,1904.185247,81.677633,1424224895,1424224897,27.383214,56.599695,0.070957,0.046406,0.024551,0,1,,, ,1,2,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.0,11499,149.171.126.19,111,udp,INT,2e-06,168,0,254,0,0,0,-,336000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424224898,1424224898,0.002,0.0,0.0,0.0,0.0,0,2,,, ,1,2,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,59052,149.171.126.19,111,tcp,FIN,0.681648,564,354,254,252,2,1,-,5962.021484,3638.241455,10,8,255,255,2467491096,950673160,56,44,0,0,5517.781347,131.667953,1424224900,1424224901,75.738667,90.31243,0.067296,0.048468,0.018828,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,9648,149.171.126.19,80,tcp,FIN,0.310631,25242,354,254,252,10,1,http,625101.8125,7983.749023,26,8,255,255,2686141060,25721296,971,44,1,0,992.59653,62.788172,1424224904,1424224904,11.28304,36.52743,0.073175,0.054937,0.018238,0,1,1.0,, ,2,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,42494,149.171.126.19,80,tcp,FIN,0.382053,904,268,254,252,2,1,http,17044.75586,4690.44873,10,6,255,255,3218502072,405350705,90,45,1,0,1822.841015,85.237258,1424224918,1424224919,35.980444,69.481602,0.071963,0.034644,0.037319,0,1,1.0,, ,2,1,2,2,1,1,2,Exploits,1,exploits_4_14917112619
175.45.176.1,49270,149.171.126.19,27153,tcp,FIN,0.236866,700,268,254,252,2,1,-,21277.85352,7565.458984,10,6,255,255,1188350300,3106855212,70,45,0,0,1226.618506,59.85909,1424224919,1424224919,24.287,43.062801,0.041248,0.021543,0.019705,0,1,,, ,1,1,2,2,1,1,2,Shellcode,1,shellcode_1_14917112619
175.45.176.0,16726,149.171.126.19,80,tcp,FIN,0.912009,1014,268,254,252,2,1,http,8008.692871,1964.892944,10,6,255,255,3768776264,1614449594,101,45,1,0,6498.019618,276.975531,1424224971,1424224972,100.724667,141.967203,0.432579,0.202168,0.230411,0,1,1.0,, ,1,1,1,1,1,1,1,Backdoor,1,backdoor_1_14917112619
175.45.176.1,33403,149.171.126.19,80,tcp,FIN,0.434222,978,354,254,252,2,1,http,16231.32813,5711.364258,10,8,255,255,4032092970,2975036170,98,44,1,0,3161.057739,127.532336,1424224973,1424224973,46.605444,60.350145,0.075794,0.011768,0.064026,0,1,1.0,, ,2,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.2,5165,149.171.126.19,80,tcp,FIN,0.185705,914,268,254,252,2,1,http,35454.07813,9649.712891,10,6,255,255,249607318,2394032867,91,45,1,0,1075.930787,61.691949,1424224985,1424224986,20.633889,32.067801,0.070631,0.01914,0.051491,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.3,46394,149.171.126.19,80,tcp,FIN,0.248552,954,268,254,252,2,1,http,27648.13867,7209.759277,10,6,255,255,917243546,1993217883,95,45,1,0,1326.242602,63.521789,1424224997,1424224997,27.616889,43.383398,0.079272,0.030954,0.048318,0,1,1.0,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,24884,149.171.126.19,80,tcp,FIN,0.284594,820,1508,62,252,2,2,http,20745.3418,37105.49219,10,8,255,255,3642856320,3340296922,82,189,1,331,2091.002328,84.99507,1424225005,1424225005,31.621556,38.877855,0.035148,0.006774,0.028374,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,29339,149.171.126.19,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424225006,1424225006,0.008,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,15548,149.171.126.19,80,tcp,FIN,0.416167,1018,968,62,252,2,2,http,17627.53906,16281.92578,10,8,255,255,3963405710,2027752697,102,121,1,0,2262.080353,71.694875,1424225028,1424225029,46.240778,50.97057,0.062676,0.036502,0.026174,0,1,1.0,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.3,17181,149.171.126.19,80,tcp,FIN,0.591322,862,21888,62,252,2,9,http,10701.44531,282675.0938,12,22,255,255,242957170,2217357916,72,995,1,10244,4227.310603,3602.166218,1424225030,1424225030,53.756547,27.577237,0.042482,0.011524,0.030958,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,32140,149.171.126.19,25,tcp,FIN,1.782855,272366,3122,62,252,110,8,smtp,1216749.5,13730.78516,226,50,255,255,1449390064,3483643424,1205,62,0,0,876.945112,45.921379,1424225048,1424225050,7.959174,35.764512,0.073203,0.02974,0.043463,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112619
175.45.176.3,52692,149.171.126.19,69,udp,INT,1e-05,2128,0,254,0,0,0,-,851200000.0,0.0,2,0,0,0,0,0,1064,0,0,0,0.0,0.0,1424225053,1424225053,0.01,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Fuzzers,1,fuzzers_1_14917112619
175.45.176.2,24220,149.171.126.19,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424225066,1424225066,0.008,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.2,7105,149.171.126.19,80,tcp,FIN,0.273398,862,1270,62,252,2,2,http,22706.82227,32538.64258,10,8,255,255,2811828966,1350986246,86,159,1,220,1498.995551,54.230172,1424225072,1424225072,30.377556,37.34343,0.064155,0.011215,0.05294,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,9785,149.171.126.19,80,tcp,FIN,0.404109,830,354,254,252,2,1,http,14788.08887,6136.958008,10,8,255,255,3477442749,3430178185,83,44,1,0,2932.882935,104.911156,1424225077,1424225077,42.939333,53.181855,0.082093,0.031828,0.050265,0,1,1.0,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.2,45594,149.171.126.19,111,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424225093,1424225093,0.003,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,1,1,1,2,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,60475,149.171.126.19,69,udp,INT,8e-06,2896,0,254,0,0,0,-,1448000000.0,0.0,2,0,0,0,0,0,1448,0,0,0,0.0,0.0,1424225094,1424225094,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,2,2,3,2,1,2,Fuzzers,1,fuzzers_1_14917112619
175.45.176.2,9338,149.171.126.19,80,tcp,FIN,0.57027,1024,268,254,252,2,1,http,12934.22363,3142.371094,10,6,255,255,881518140,2233482875,102,45,1,0,4141.918286,193.073484,1424225094,1424225094,61.896333,104.028398,0.092002,0.050125,0.041877,0,1,1.0,, ,1,1,1,1,1,1,2,Exploits,1,exploits_4_14917112619
175.45.176.3,53953,149.171.126.19,69,udp,INT,5e-06,2640,0,254,0,0,0,-,2112000000.0,0.0,2,0,0,0,0,0,1320,0,0,0,0.0,0.0,1424225094,1424225094,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,2,2,3,2,1,2,Fuzzers,1,fuzzers_1_14917112619
175.45.176.1,27249,149.171.126.19,80,tcp,FIN,0.365825,830,16746,62,252,2,7,http,16335.67969,345870.2813,10,18,255,255,2504901936,880078904,83,930,1,7750,2090.312149,1613.348921,1424225101,1424225102,40.647222,18.655411,0.084546,0.047997,0.036549,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,45911,149.171.126.19,80,tcp,FIN,0.502572,786,3626,62,252,2,3,http,11270.02734,51956.73438,10,10,255,255,882631486,2095173866,79,363,1,1367,2927.720036,3034.014684,1424225122,1424225122,55.742,44.429778,0.171426,0.102699,0.068727,0,1,1.0,, ,1,1,1,2,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,2211,149.171.126.19,25,tcp,FIN,3.304835,126464,2470,62,252,53,8,smtp,303397.9063,5804.828125,112,34,255,255,3928045627,3165002498,1129,73,0,0,3371.087832,151.491328,1424225126,1424225129,29.773288,97.224242,0.130055,0.083729,0.046326,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.3,52739,149.171.126.19,69,udp,INT,4e-06,2960,0,254,0,0,0,-,2960000000.0,0.0,2,0,0,0,0,0,1480,0,0,0,0.0,0.0,1424225134,1424225134,0.004,0.0,0.0,0.0,0.0,0,2,,, ,4,3,1,3,1,1,3,Fuzzers,1,fuzzers_1_14917112619
175.45.176.3,50030,149.171.126.19,69,udp,INT,1.8e-05,3028,0,254,0,0,0,-,897333312.0,0.0,3,0,0,0,0,0,1009,0,0,0,0.0,0.0,1424225135,1424225135,0.014,0.0,0.0,0.0,0.0,0,2,,, ,4,3,2,2,2,1,3,Fuzzers,1,fuzzers_1_14917112619
175.45.176.3,4912,149.171.126.19,69,udp,INT,1e-05,2992,0,254,0,0,0,-,1196800000.0,0.0,2,0,0,0,0,0,1496,0,0,0,0.0,0.0,1424225135,1424225135,0.01,0.0,0.0,0.0,0.0,0,2,,, ,4,3,2,2,2,1,3,Fuzzers,1,fuzzers_1_14917112619
175.45.176.2,63369,149.171.126.19,111,tcp,FIN,1.502146,564,354,254,252,2,1,-,2705.462646,1650.971313,10,8,255,255,4018553466,3133341371,56,44,0,0,11296.59367,316.767094,1424225142,1424225143,165.597667,202.977859,0.152669,0.0813,0.071369,0,1,,, ,1,1,2,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,38383,149.171.126.19,80,tcp,FIN,0.283823,864,6040,62,252,2,3,http,21929.1582,153222.25,10,10,255,255,2422088288,854343892,86,604,1,2568,1509.268427,1802.633678,1424225143,1424225143,31.535889,29.833,0.080382,0.01379,0.066592,0,1,1.0,, ,1,1,2,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.0,62291,149.171.126.19,111,udp,INT,1.6e-05,168,0,254,0,0,0,-,42000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424225211,1424225211,0.016,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,9,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,5170,149.171.126.19,25,tcp,FIN,1.893052,16612,1652,62,252,12,8,smtp,67865.01563,6664.370605,30,22,255,255,1711696808,1381064218,554,75,0,0,4535.819316,144.772422,1424225230,1424225232,65.277655,88.247906,0.117286,0.039053,0.078233,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.0,24129,149.171.126.19,8080,tcp,FIN,0.588661,900,354,254,252,2,1,http,11008.0332,4212.951172,10,8,255,255,4206974494,74839623,90,44,1,0,3960.669455,107.746523,1424225244,1424225244,60.776,69.709289,0.123367,0.100687,0.02268,0,1,1.0,, ,1,2,1,2,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,53551,149.171.126.19,80,tcp,FIN,0.606952,946,354,254,252,2,1,http,11229.88281,4085.990234,10,8,255,255,1065474767,1123041019,95,44,1,0,3621.277766,151.600375,1424225245,1424225245,62.249889,79.69,0.134375,0.049103,0.085272,0,1,1.0,, ,2,2,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,49056,149.171.126.19,111,tcp,FIN,1.085399,564,354,254,252,2,1,-,3744.245117,2284.874023,10,8,255,255,41448155,1558381381,56,44,0,0,7476.775711,227.485484,1424225248,1424225249,119.505,144.410859,0.126992,0.074519,0.052473,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.0,16518,149.171.126.19,80,tcp,FIN,0.688349,830,5114,62,252,2,3,http,8681.642578,54483.98828,10,12,255,255,594224950,3701457705,83,426,1,2073,4732.648217,3933.310166,1424225252,1424225252,76.379889,52.830362,0.148839,0.107183,0.041656,0,1,1.0,, ,1,1,1,10,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.0,60403,149.171.126.19,25,tcp,FIN,2.139947,101834,2166,62,252,44,8,smtp,376648.5938,7828.231445,94,30,255,255,2618550703,385388138,1083,72,0,0,2424.041853,113.872438,1424225255,1424225257,23.010183,68.852,0.155162,0.085074,0.070088,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.0,17730,149.171.126.19,80,tcp,FIN,2.080948,1784,217069,62,252,2,83,http,6658.503418,829594.9375,34,170,255,255,1168031117,2689369117,52,1277,1,104877,3260.744142,1595.347708,1424225263,1424225265,63.05903,11.99784,0.10371,0.052527,0.051183,0,1,1.0,, ,2,1,1,2,1,1,1,DoS,1,dos_1_14917112619
175.45.176.2,42391,149.171.126.19,1900,tcp,FIN,1.609042,16864,522,254,252,7,2,-,79654.85156,2336.794189,20,10,255,255,1376829927,629734466,843,52,0,0,7518.099879,383.051063,1424225265,1424225267,84.686423,167.165891,0.156221,0.073923,0.082298,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.3,40367,149.171.126.19,111,tcp,FIN,1.033678,564,354,254,252,2,1,-,3931.591553,2399.199707,10,8,255,255,3884036270,3509389863,56,44,0,0,6719.894455,238.654344,1424225293,1424225294,112.373444,164.192828,0.136859,0.048517,0.088342,0,1,,, ,2,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,33866,149.171.126.19,111,tcp,FIN,0.85551,564,354,254,252,2,1,-,4750.382812,2898.855713,10,8,255,255,1218653453,2025158769,56,44,0,0,6365.913893,143.654984,1424225308,1424225309,91.946111,107.619859,0.14674,0.102163,0.044577,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.3,35764,149.171.126.19,161,udp,INT,9e-06,422,0,254,0,0,0,-,187555552.0,0.0,2,0,0,0,0,0,211,0,0,0,0.0,0.0,1424225336,1424225336,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,2,DoS,1,dos_1_14917112619
175.45.176.3,20508,149.171.126.19,80,tcp,FIN,0.931772,798,1212,62,252,2,2,http,6173.184082,9109.524414,10,8,255,255,3958350737,2416311949,80,152,1,204,6018.153078,211.768734,1424225336,1424225337,103.530222,119.292,0.132306,0.096025,0.036281,0,1,1.0,, ,1,1,1,1,1,1,2,DoS,1,dos_1_14917112619
175.45.176.1,11192,149.171.126.19,25,tcp,FIN,2.583667,193949,2486,62,252,78,8,smtp,596878.75,7505.611328,164,40,255,255,319082449,1193630465,1183,62,0,0,1672.629962,91.243648,1424225374,1424225377,15.850718,64.29523,0.163852,0.075474,0.088378,0,1,,, ,1,1,1,2,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.0,45392,149.171.126.19,5060,udp,INT,1e-05,1322,0,254,0,0,0,-,528800000.0,0.0,2,0,0,0,0,0,661,0,0,0,0.0,0.0,1424225379,1424225379,0.01,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.3,64852,149.171.126.19,8080,tcp,FIN,0.506926,1186,268,254,252,2,1,http,16854.53125,3535.032715,10,6,255,255,2758183423,3534677500,119,45,1,0,2833.100845,124.999305,1424225384,1424225385,52.320889,81.083602,0.15863,0.101501,0.057129,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.3,15001,149.171.126.19,80,tcp,FIN,1.003155,1848,354,254,252,2,1,http,13270.13281,2472.200195,10,8,255,255,4239647977,3257952254,185,44,1,0,6193.313868,274.641062,1424225393,1424225394,104.577778,135.863422,0.108221,0.052103,0.056118,0,1,1.0,, ,2,1,1,2,2,1,1,Exploits,1,exploits_4_14917112619
175.45.176.0,39716,149.171.126.19,21,tcp,FIN,3.076984,1244,1604,62,252,7,9,ftp,3101.73877,3983.121338,24,22,255,255,1162033751,1945178847,52,73,0,0,6970.863843,222.955688,1424225402,1424225405,133.781914,142.514953,0.22533,0.083354,0.141976,0,1,,1.0,1,1,1,2,11,1,1,2,Exploits,1,exploits_4_14917112619
175.45.176.0,42449,149.171.126.19,51806,tcp,FIN,1.068796,364,3754,62,252,1,3,ftp-data,2387.733398,25292.00977,8,10,255,255,868569875,1520620074,46,375,0,0,10503.95589,7588.208159,1424225404,1424225405,152.562,109.858444,0.138259,0.080067,0.058192,0,1,,, ,1,1,2,11,1,1,2,Exploits,1,exploits_4_14917112619
175.45.176.0,42449,149.171.126.19,51806,tcp,FIN,1.068796,364,3754,62,252,1,3,ftp-data,2387.733398,25292.00977,8,10,255,255,868569875,1520620074,46,375,0,0,10503.95589,7588.208159,1424225404,1424225405,152.562,109.858444,0.138259,0.080067,0.058192,0,1,,, ,1,1,2,11,1,1,2,Exploits,1,exploits_4_14917112619
175.45.176.0,39716,149.171.126.19,21,tcp,FIN,3.076984,1244,1604,62,252,7,9,ftp,3101.73877,3983.121338,24,22,255,255,1162033751,1945178847,52,73,0,0,6970.863843,222.955688,1424225402,1424225405,133.781914,142.514953,0.22533,0.083354,0.141976,0,1,,1.0,1,1,1,2,11,1,1,2,Exploits,1,exploits_4_14917112619
175.45.176.1,59168,149.171.126.19,80,tcp,FIN,0.601184,874,1170,62,252,2,2,http,10472.66699,13626.44336,10,8,255,255,1586269425,2444927322,87,146,1,172,3304.112273,120.806516,1424225411,1424225412,66.798222,73.27543,0.180239,0.087734,0.092505,0,1,1.0,, ,6,1,1,4,3,1,1,Exploits,1,exploits_4_14917112619
175.45.176.3,24281,149.171.126.19,80,tcp,FIN,0.392138,1250,2482,62,252,2,2,http,22951.10352,44310.92969,10,8,255,255,2908891772,783964000,125,310,1,747,2320.33413,60.349023,1424225421,1424225422,43.570889,47.867855,0.122613,0.056482,0.066131,0,1,1.0,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112619
175.45.176.0,28429,149.171.126.19,80,tcp,FIN,0.76748,868,1440,62,252,2,2,http,8151.352539,13509.14648,10,10,255,255,2543805826,1224765257,87,144,1,255,5210.842459,143.510859,1424225445,1424225445,85.275556,78.443445,0.116996,0.060849,0.056147,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,64752,149.171.126.19,111,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424225451,1424225451,0.008,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.2,49758,149.171.126.19,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424225458,1424225458,0.009,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,4729,149.171.126.19,21,tcp,FIN,2.870591,1252,1660,62,252,7,9,ftp,3344.259277,4417.208984,24,22,255,255,968358929,2898271202,52,75,0,0,6319.298427,191.876047,1424225456,1424225459,124.808304,131.603,0.148749,0.081793,0.066956,0,1,,1.0,1,2,2,2,3,1,1,3,Exploits,1,exploits_4_14917112619
175.45.176.1,13935,149.171.126.19,52382,tcp,FIN,1.117818,364,3754,62,252,1,3,ftp-data,2283.019287,24182.82813,8,10,255,255,4111163403,1164832011,46,375,0,0,10397.42497,8101.244749,1424225458,1424225459,159.556576,113.643111,0.15792,0.095029,0.062891,0,1,,, ,1,1,2,3,1,1,3,Exploits,1,exploits_4_14917112619
175.45.176.1,4729,149.171.126.19,21,tcp,FIN,2.870591,1252,1660,62,252,7,9,ftp,3344.259277,4417.208984,24,22,255,255,968358929,2898271202,52,75,0,0,6319.298427,191.876047,1424225456,1424225459,124.808304,131.603,0.148749,0.081793,0.066956,0,1,,1.0,1,2,2,2,3,1,1,3,Exploits,1,exploits_4_14917112619
175.45.176.1,13935,149.171.126.19,52382,tcp,FIN,1.117818,364,3754,62,252,1,3,ftp-data,2283.019287,24182.82813,8,10,255,255,4111163403,1164832011,46,375,0,0,10397.42497,8101.244749,1424225458,1424225459,159.556576,113.643111,0.15792,0.095029,0.062891,0,1,,, ,1,1,2,3,1,1,3,Exploits,1,exploits_4_14917112619
175.45.176.1,38229,149.171.126.19,64202,tcp,FIN,1.246777,364,3754,62,252,1,3,ftp-data,2046.877563,21681.50195,8,10,255,255,3043561131,1823817593,46,375,0,0,11909.69575,9976.321454,1424225461,1424225462,178.110996,124.424556,0.225282,0.112247,0.113035,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,38229,149.171.126.19,64202,tcp,FIN,1.246777,364,3754,62,252,1,3,ftp-data,2046.877563,21681.50195,8,10,255,255,3043561131,1823817593,46,375,0,0,11909.69575,9976.321454,1424225461,1424225462,178.110996,124.424556,0.225282,0.112247,0.113035,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,49297,149.171.126.19,21,tcp,FIN,4.171991,1276,1744,62,252,7,9,ftp,2345.16333,3206.143066,24,24,255,255,1492229629,686851007,53,73,0,0,10580.18901,12939.37975,1424225458,1424225462,181.390913,178.24913,0.157373,0.071556,0.085817,0,1,,1.0,1,2,2,1,2,1,1,3,Exploits,1,exploits_4_14917112619
175.45.176.1,49297,149.171.126.19,21,tcp,FIN,4.171991,1276,1744,62,252,7,9,ftp,2345.16333,3206.143066,24,24,255,255,1492229629,686851007,53,73,0,0,10580.18901,12939.37975,1424225458,1424225462,181.390913,178.24913,0.157373,0.071556,0.085817,0,1,,1.0,1,2,2,1,2,1,1,3,Exploits,1,exploits_4_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Backdoor,1,backdoor_1_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_5_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_5_14917112619
175.45.176.1,0,149.171.126.19,0,ospf,INT,58.684093,20128,0,254,0,0,0,-,2706.832275,0.0,74,0,0,0,0,0,272,0,0,0,895.507375,0.0,1424225430,1424225489,803.8915,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Fuzzers,1,fuzzers_1_14917112619
