srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,attack_id
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.003,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Fuzzers,1,fuzzers_1_14917112613
175.45.176.0,0,149.171.126.13,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.003,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.2,46928,149.171.126.13,1211,tcp,FIN,0.743104,504,268,254,252,2,1,-,4887.606934,2411.506348,10,6,255,255,339573083,2830389924,50,45,0,0,4162.3113,195.085719,1424223204,1424223204,75.181889,131.208406,0.193353,0.087053,0.1063,0,1,,, ,1,1,4,1,1,1,1,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.003,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Analysis,1,analysis_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Fuzzers,1,fuzzers_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Backdoor,1,backdoor_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Analysis,1,analysis_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.003,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.003,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Backdoor,1,backdoor_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.003,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,rvd,INT,7.200432,400,0,254,0,0,0,-,333.313354,0.0,4,0,0,0,0,0,100,0,0,0,3394.30925,0.0,1424223197,1424223204,2400.144,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Generic,1,generic_1_14917112613
175.45.176.0,0,149.171.126.13,0,ippc,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.003,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Analysis,1,analysis_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223204,1424223204,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,4,13,3,3,6,Generic,1,generic_1_14917112613
175.45.176.3,22664,149.171.126.13,80,tcp,FIN,0.807406,756,1130,62,252,2,2,http,6747.534668,9799.283203,10,8,255,255,4051194140,4096243268,76,141,1,162,4787.41312,191.81425,1424223204,1424223205,89.711778,100.033141,0.170307,0.074168,0.096139,0,1,1.0,, ,1,1,2,1,1,1,1,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Analysis,1,analysis_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Generic,1,generic_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,7574,149.171.126.13,111,udp,INT,5e-06,168,0,254,0,0,0,-,134400000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,7,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Fuzzers,1,fuzzers_1_14917112613
175.45.176.0,0,149.171.126.13,0,any,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223205,1424223205,0.005,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,1,1,1,6,Backdoor,1,backdoor_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Backdoor,1,backdoor_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Reconnaissance,1,reconnaissance_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Fuzzers,1,fuzzers_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Fuzzers,1,fuzzers_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,visa,INT,1e-06,200,0,254,0,0,0,-,800000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.001,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Exploits,1,exploits_4_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,Generic,1,generic_1_14917112613
175.45.176.0,0,149.171.126.13,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223206,1424223206,0.008,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,2,2,2,7,DoS,1,dos_1_14917112613
