srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,attack_id,total_duration,cumulative_duration,remaining_time
175.45.176.1,12038,149.171.126.11,111,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424221752,1424221752,0.003,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,369.01171700000003,1270.301518
175.45.176.2,5093,149.171.126.11,15050,tcp,FIN,2.393494,10068,354,254,252,8,1,-,31782.82617,1036.142212,18,8,255,255,257498195,667190304,559,44,0,0,16897.3356,693.940563,1424221771,1424221774,140.793761,337.209437,0.053776,0.009176,0.0446,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,22.198481,277.399542
175.45.176.0,45913,149.171.126.11,80,tcp,FIN,0.32575,4200,268,254,252,3,1,http,94551.03906,5501.151367,12,6,255,255,2913962213,3893286705,350,45,1,0,1343.856548,69.493469,1424221799,1424221799,25.175636,53.502398,0.082415,0.058235,0.02418,0,1,1.0,, ,2,1,1,2,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,22.524231,277.073792
175.45.176.0,36968,149.171.126.11,6503,tcp,FIN,0.530993,732,554,254,252,3,2,-,10109.36133,7517.990234,12,10,255,255,1197561935,239459619,61,55,0,0,3223.30429,109.049344,1424221822,1424221823,46.705089,56.344777,0.082793,0.023883,0.05891,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112611,1289.235708,66.676414,1222.559294
175.45.176.0,46802,149.171.126.11,80,tcp,FIN,0.224151,1188,5174,62,252,2,3,-,38188.54297,166209.3906,10,10,255,255,3474887607,693262568,119,517,1,1738,35.85741,1689.758889,1424221855,1424221856,28.018875,23.463778,0.050965,0.006116,0.044849,0,1,1.0,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112611,1289.235708,66.900565,1222.335143
175.45.176.1,40049,149.171.126.11,80,tcp,FIN,0.268614,810,1788,62,252,2,2,http,21711.45313,46609.63281,10,8,255,255,3526130619,4177248180,81,224,1,528,1478.414511,53.726426,1424221857,1424221857,29.846,37.372285,0.052327,0.006101,0.046226,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,22.792845,276.805178
175.45.176.3,34644,149.171.126.11,53,udp,INT,9e-06,170,0,254,0,0,0,dns,75555552.0,0.0,2,0,0,0,0,0,85,0,0,0,0.0,0.0,1424221872,1424221872,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112611,1748.142005,581.402953,1166.739052
175.45.176.3,15324,149.171.126.11,80,tcp,FIN,0.283322,1364,268,254,252,2,1,http,34674.32813,6324.958496,10,6,255,255,88863144,1367684782,136,45,1,0,1720.597083,70.191492,1424221878,1424221878,29.360889,42.812199,0.125039,0.069258,0.055781,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,23.076166999999998,276.521856
175.45.176.2,39101,149.171.126.11,80,tcp,FIN,0.157418,10578,268,254,252,5,1,http,503983.0313,11383.70508,16,6,255,255,4038528658,3828199250,661,45,1,0,701.061584,49.229285,1424221903,1424221904,9.3634,30.056,0.051435,0.007135,0.0443,0,1,1.0,, ,3,1,1,1,1,1,1,DoS,1,dos_1_14917112611,1748.142005,581.560371,1166.581634
175.45.176.0,44245,149.171.126.11,80,tcp,FIN,0.270414,910,1656,62,252,2,2,http,24229.51563,42867.60547,10,8,255,255,588181569,1234047085,91,207,1,403,1491.715998,54.08698,1424221906,1424221907,30.046,37.690715,0.052463,0.005878,0.046585,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,23.346581,276.251442
175.45.176.2,56001,149.171.126.11,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424221909,1424221909,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,369.011726,1270.3015090000001
175.45.176.1,12096,149.171.126.11,80,tcp,FIN,0.292996,788,1296,62,252,2,2,http,19385.93164,30962.88086,10,8,255,255,2125656417,647070537,79,162,1,229,1643.163227,54.473203,1424221916,1424221917,32.555111,40.829715,0.052943,0.006537,0.046406,0,1,1.0,, ,2,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,23.639577,275.95844600000004
175.45.176.3,53798,149.171.126.11,80,tcp,FIN,0.179001,864,268,254,252,2,1,http,34770.75391,10011.11719,10,6,255,255,4096624440,2946513692,86,45,1,0,985.507425,59.18843,1424221928,1424221928,18.304667,34.413,0.051401,0.006932,0.044469,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,23.818578,275.779445
175.45.176.0,58767,149.171.126.11,111,tcp,FIN,0.633992,564,354,254,252,2,1,-,6410.175293,3911.721191,10,8,255,255,75384969,1895894132,56,44,0,0,5433.046732,140.043344,1424221930,1424221930,69.955889,88.78943,0.029406,0.012457,0.016949,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,369.645718,1269.667517
175.45.176.1,35709,149.171.126.11,25,tcp,FIN,0.788259,10121,1836,62,252,10,8,smtp,98769.5625,17709.91406,26,20,255,255,642127433,1567938996,389,92,0,0,1697.080498,47.017109,1424221931,1424221931,31.53036,40.539633,0.056946,0.008026,0.04892,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,24.606837,274.991186
175.45.176.0,52737,149.171.126.11,80,tcp,FIN,0.224446,880,2678,62,252,2,2,http,28229.50781,83547.9375,10,8,255,255,2115842973,2660846614,88,335,1,911,1341.952011,53.485848,1424221942,1424221942,24.938444,30.088572,0.053663,0.008593,0.04507,0,1,1.0,, ,4,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,24.831283,274.76674
175.45.176.2,53358,149.171.126.11,80,tcp,FIN,0.18195,820,268,254,252,2,1,http,32448.47461,9848.859375,10,6,255,255,2630089126,2538544199,82,45,1,0,991.443718,59.655738,1424221946,1424221946,18.466,35.273801,0.050184,0.005573,0.044611,0,1,1.0,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,369.827668,1269.4855670000002
175.45.176.3,21250,149.171.126.11,25,tcp,FIN,0.829766,14587,1718,62,252,12,8,smtp,135951.5781,15744.19824,30,20,255,255,58139421,2720757489,486,86,0,0,1627.090135,47.375348,1424221956,1424221957,28.612619,43.303895,0.051133,0.006091,0.045042,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,25.661049,273.936974
175.45.176.1,55895,149.171.126.11,111,tcp,FIN,0.625028,564,354,254,252,2,1,-,6502.108398,3967.822266,10,8,255,255,728801176,3293698754,56,44,0,0,5437.047584,138.460359,1424221968,1424221969,69.015333,88.373141,0.052816,0.00641,0.046406,0,1,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,370.452696,1268.860539
175.45.176.1,58676,149.171.126.11,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424221972,1424221972,0.01,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,370.452706,1268.860529
175.45.176.3,65079,149.171.126.11,80,tcp,FIN,0.358934,1338,2366,62,252,3,3,http,27347.64648,47473.91016,12,10,255,255,3547753284,1738082295,112,237,1,113,1596.15034,52.68766,1424221989,1424221989,32.630365,38.952891,0.052594,0.007683,0.044911,0,1,1.0,, ,2,1,1,1,1,1,1,DoS,1,dos_1_14917112611,1748.142005,581.919305,1166.2226999999998
175.45.176.2,56773,149.171.126.11,69,udp,INT,1.1e-05,2128,0,254,0,0,0,-,773818176.0,0.0,2,0,0,0,0,0,1064,0,0,0,0.0,0.0,1424222006,1424222006,0.011,0.0,0.0,0.0,0.0,0,2,,, ,3,1,1,1,1,1,1,Generic,1,generic_1_14917112611,1289.235708,66.900576,1222.335132
175.45.176.1,2867,149.171.126.11,80,tcp,FIN,0.292153,984,268,254,252,2,1,http,24261.25977,6133.772461,10,6,255,255,3131148643,2644370131,98,45,1,0,1413.053215,70.316203,1424222009,1424222009,26.946,52.439801,0.07833,0.02995,0.04838,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,25.953202,273.64482100000004
175.45.176.3,60166,149.171.126.11,21,tcp,FIN,0.887854,1970,786,254,252,4,4,ftp,16489.19727,6496.563965,14,12,255,255,4181480956,1673086011,141,66,0,0,3992.458345,108.938328,1424222011,1424222012,63.954921,75.02018,0.111921,0.062625,0.049296,0,1,,, ,1,1,1,3,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,26.841056,272.75696700000003
175.45.176.1,11955,149.171.126.11,7500,tcp,FIN,0.314314,1108,1114,62,252,3,3,http,25859.49023,25528.61133,12,10,255,255,2366077804,3790573929,92,111,1,3,1502.914471,52.014625,1424222064,1424222065,28.574,33.589445,0.053014,0.007157,0.045857,0,1,1.0,, ,1,1,1,1,1,1,1,Backdoor,1,backdoor_1_14917112611,682.914724,298.231802,384.68292199999996
175.45.176.2,12561,149.171.126.11,80,tcp,FIN,0.26241,928,3676,62,252,2,3,http,25486.83203,100880.2969,10,10,255,255,2475793913,3353610539,93,368,1,1398,1497.452028,2059.882477,1424222080,1424222080,29.156667,26.069222,0.073501,0.015038,0.058463,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,27.103466,272.494557
175.45.176.3,59262,149.171.126.11,110,tcp,FIN,1.480129,1580,132840,62,252,7,57,pop3,8291.168945,711910.9375,34,118,255,255,1137236774,3322859958,46,1126,0,0,2185.877007,1089.926619,1424222086,1424222087,44.852394,11.914353,0.089505,0.060481,0.029024,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,28.583595,271.014428
175.45.176.2,38393,149.171.126.11,143,tcp,FIN,1.0081,1272,62062,62,252,6,29,-,9673.643555,484563.0313,24,62,255,255,558626306,583686359,53,1001,0,0,2080.512585,1306.895087,1424222098,1424222099,43.78974,16.305278,0.078481,0.013469,0.065012,0,1,,, ,9,1,1,5,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,29.591694999999998,270.006328
175.45.176.3,60265,149.171.126.11,80,tcp,FIN,1.036788,1268,100496,62,252,2,38,http,9297.947266,765988.8125,20,82,255,255,1171949057,675061894,63,1226,1,48339,3329.086447,1475.258241,1424222108,1424222110,54.567788,12.098642,0.113811,0.055888,0.057923,0,1,1.0,, ,1,1,1,2,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,30.628483,268.96954
175.45.176.1,11778,149.171.126.11,110,tcp,FIN,0.943222,954,2280,62,252,7,8,pop3,7692.780762,18371.07227,20,20,255,255,2459576999,3633180786,48,114,0,0,2334.938678,54.93409,1424222121,1424222122,49.643264,48.965156,0.061136,0.01181,0.049326,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,31.571704999999998,268.026318
175.45.176.1,6660,149.171.126.11,111,tcp,FIN,0.659375,564,354,254,252,2,1,-,6163.412109,3761.137451,10,8,255,255,2544469875,2445363616,56,44,0,0,5511.463353,138.072234,1424222161,1424222161,73.158667,92.078141,0.061296,0.014819,0.046477,0,1,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,371.112081,1268.201154
175.45.176.0,64449,149.171.126.11,80,tcp,FIN,0.344267,10508,1508,62,252,6,2,http,230634.9375,30673.86523,18,8,255,255,203348736,2609532513,584,189,1,347,1194.090123,69.447656,1424222162,1424222162,18.839883,45.67657,0.073867,0.024522,0.049345,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112611,1748.142005,582.263572,1165.8784329999999
175.45.176.1,40416,149.171.126.11,80,tcp,FIN,0.75995,806,354,254,252,2,1,http,7642.608398,3263.372559,10,8,255,255,2082774322,3826543121,81,44,1,0,5840.59643,135.208,1424222180,1424222181,84.337778,97.24957,0.107739,0.079188,0.028551,0,1,1.0,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,371.872031,1267.4412040000002
175.45.176.2,5269,149.171.126.11,9999,tcp,FIN,0.79998,766,354,254,252,2,1,-,6900.172852,3100.077637,10,8,255,255,626709895,3156608234,77,44,0,0,4499.107539,177.502969,1424222182,1424222183,82.694111,98.632,0.167809,0.109544,0.058265,0,1,,, ,8,1,1,3,1,1,1,DoS,1,dos_1_14917112611,1748.142005,583.063552,1165.078453
175.45.176.2,23493,149.171.126.11,80,tcp,FIN,0.303172,700,1572,62,252,2,2,http,16624.22656,36309.42188,10,8,255,255,418417878,1597828748,70,197,1,368,1651.504315,58.839891,1424222209,1424222210,33.685778,41.373285,0.069507,0.012322,0.057185,0,1,1.0,, ,1,1,2,2,1,1,3,Exploits,1,exploits_4_14917112611,299.598023,31.874876999999998,267.72314600000004
175.45.176.2,14079,149.171.126.11,111,udp,INT,5e-06,738,0,254,0,0,0,-,590400000.0,0.0,2,0,0,0,0,0,369,0,0,0,0.0,0.0,1424222210,1424222210,0.005,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,1,1,3,Exploits,1,exploits_4_14917112611,299.598023,31.874882,267.723141
175.45.176.2,5941,149.171.126.11,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222211,1424222211,0.01,0.0,0.0,0.0,0.0,0,2,,, ,2,2,1,1,1,1,3,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,371.872041,1267.441194
175.45.176.1,7763,149.171.126.11,110,tcp,FIN,0.948823,1302,82620,62,252,7,37,pop3,10589.96289,687681.5,28,78,255,255,3483534459,3095883391,47,1059,0,0,1724.150631,1038.916076,1424222243,1424222244,35.141594,12.21087,0.053714,0.007528,0.046186,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,32.823705,266.774318
175.45.176.0,16370,149.171.126.11,80,tcp,FIN,0.209477,858,268,254,252,2,1,http,29521.14063,8554.637695,10,6,255,255,2442239744,153402877,86,45,1,0,1109.193116,60.458133,1424222257,1424222257,23.275222,40.378398,0.051435,0.006838,0.044597,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,33.033182,266.564841
175.45.176.2,65534,149.171.126.11,111,udp,INT,6e-06,168,0,254,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222267,1424222267,0.006,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,371.872047,1267.441188
175.45.176.0,50476,149.171.126.11,111,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222277,1424222277,0.003,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,2,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,371.87205,1267.4411850000001
175.45.176.3,21657,149.171.126.11,80,tcp,FIN,0.224607,748,268,254,252,2,1,http,24006.375,7978.379883,10,6,255,255,2075927467,2445233071,75,45,1,0,1071.907062,61.950453,1424222293,1424222293,20.202778,43.588,0.052705,0.006655,0.04605,0,1,1.0,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,372.096657,1267.216578
175.45.176.2,45141,149.171.126.11,80,tcp,FIN,0.225593,854,268,254,252,2,1,http,27270.34961,7943.508789,10,6,255,255,2417349631,743165027,85,45,1,0,1222.913394,68.990359,1424222296,1424222296,23.107333,41.336398,0.063719,0.018902,0.044817,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,33.258775,266.339248
175.45.176.1,49067,149.171.126.11,80,tcp,FIN,0.184913,1144,268,254,252,2,1,http,44561.49609,9691.043945,10,6,255,255,1349321354,3243660708,114,45,1,0,1164.322075,60.078125,1424222309,1424222309,18.651,35.595602,0.053972,0.006926,0.047046,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,33.443688,266.154335
175.45.176.2,44461,149.171.126.11,25,tcp,FIN,0.618879,6268,1810,62,252,8,8,smtp,77352.75781,22233.74805,22,20,255,255,2505138057,2015687804,285,91,0,0,1512.993949,37.254879,1424222324,1424222325,29.470429,29.966264,0.096952,0.048864,0.048088,0,1,,, ,1,1,1,3,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,34.062567,265.535456
175.45.176.3,22006,149.171.126.11,111,udp,INT,1e-06,168,0,254,0,0,0,-,672000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222342,1424222342,0.001,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,372.096658,1267.2165770000001
175.45.176.1,44025,149.171.126.11,21,tcp,FIN,0.84266,17438,916,254,252,9,4,ftp,158659.4844,8079.177734,24,14,255,255,4017714352,2086895297,727,65,0,0,2508.878991,79.468742,1424222347,1424222347,36.637393,57.356383,0.148906,0.062567,0.086339,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,34.905227,264.69279600000004
175.45.176.3,44618,149.171.126.11,143,tcp,FIN,1.241199,1830,878,254,252,5,5,-,11060.27344,5259.430664,16,14,255,255,1316528731,2475647302,114,63,0,0,4469.262841,124.063336,1424222351,1424222352,81.398531,90.792,0.14309,0.060902,0.082188,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112611,1289.235708,68.141775,1221.0939329999999
175.45.176.1,62605,149.171.126.11,111,udp,INT,6e-06,168,0,254,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222393,1424222393,0.006,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,372.09666400000003,1267.216571
175.45.176.0,57412,149.171.126.11,389,tcp,FIN,4.273954,26316,1596,254,252,13,3,-,47719.74609,2802.089111,32,16,255,255,1239267449,3727022316,822,100,0,0,19281.30209,767.049813,1424222402,1424222406,137.130801,281.186062,0.122099,0.056159,0.06594,0,1,,, ,2,1,1,1,1,1,3,DoS,1,dos_1_14917112611,1748.142005,587.337506,1160.8044989999999
175.45.176.0,137,149.171.126.11,137,udp,INT,11.54108,7956,0,254,0,0,0,dns,5361.716309,0.0,36,0,0,0,0,0,221,0,0,0,550.335625,0.0,1424222395,1424222407,329.745156,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,3,2,2,3,Fuzzers,1,fuzzers_1_14917112611,3596.467739,2221.152492,1375.315247
175.45.176.0,137,149.171.126.11,137,udp,INT,11.54108,7956,0,254,0,0,0,dns,5361.716309,0.0,36,0,0,0,0,0,221,0,0,0,550.335625,0.0,1424222395,1424222407,329.745156,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,3,2,2,3,Fuzzers,1,fuzzers_1_14917112611,3596.467739,2232.693572,1363.774167
175.45.176.1,18952,149.171.126.11,39184,tcp,FIN,0.198509,1332,268,254,252,2,1,-,48320.23047,9027.298828,10,6,255,255,2518044916,332216809,133,45,0,0,1069.611227,62.708801,1424222422,1424222422,20.264889,37.904,0.054434,0.00898,0.045454,0,1,,, ,2,1,1,1,1,1,1,Shellcode,1,shellcode_1_14917112611,48.340524,7.879525,40.460999
175.45.176.2,64399,149.171.126.11,111,udp,INT,2e-06,168,0,254,0,0,0,-,336000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222427,1424222427,0.002,0.0,0.0,0.0,0.0,0,2,,, ,2,2,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,372.096666,1267.2165690000002
175.45.176.1,55673,149.171.126.11,111,tcp,FIN,0.644753,564,354,254,252,2,1,-,6303.188965,3846.434326,10,8,255,255,2675436423,1895561501,56,44,0,0,5506.509308,140.445875,1424222428,1424222429,70.9,90.73057,0.059342,0.009629,0.049713,0,1,,, ,1,2,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,372.741419,1266.5718160000001
175.45.176.0,19824,149.171.126.11,80,tcp,FIN,0.205261,906,18772,62,252,2,8,http,32388.03125,695076.0,12,20,255,255,2603690873,2457120260,76,939,1,8704,1045.240646,1209.251533,1424222435,1424222435,18.66009,10.050105,0.055247,0.00905,0.046197,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,35.110488,264.48753500000004
175.45.176.3,41428,149.171.126.11,80,tcp,FIN,0.165625,852,268,254,252,2,1,http,37047.54688,10819.62207,10,6,255,255,186247705,2266418657,85,45,1,0,999.839818,45.953277,1424222452,1424222452,15.596667,30.4936,0.02635,0.013154,0.013196,0,1,1.0,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,372.907044,1266.406191
175.45.176.0,28348,149.171.126.11,110,tcp,FIN,1.816945,2250,272188,62,252,7,111,pop3,9708.604492,1193141.25,50,226,255,255,2849779034,3711484437,45,1204,0,0,1854.076011,839.42825,1424222458,1424222460,37.08051,7.795179,0.069031,0.055164,0.013867,0,1,,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112611,1748.142005,589.154451,1158.9875539999998
175.45.176.3,27189,149.171.126.11,389,tcp,FIN,0.316553,2272,392,254,252,3,2,-,52642.05469,8668.375,12,8,255,255,1441018020,1481315624,189,49,0,0,1357.269579,57.750309,1424222461,1424222462,26.024909,44.209145,0.05212,0.007081,0.045039,0,1,,, ,2,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,35.427041,264.170982
175.45.176.2,10946,149.171.126.11,80,tcp,FIN,0.245162,856,1388,62,252,2,2,http,25158.875,39647.25391,10,8,255,255,940891143,2072601559,86,174,1,266,1406.480297,53.556406,1424222475,1424222475,27.240222,33.186715,0.049758,0.005528,0.04423,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112611,1748.142005,589.399613,1158.7423919999999
175.45.176.1,15997,149.171.126.11,2633,tcp,FIN,0.202808,626,268,254,252,2,1,-,22247.64453,8835.943359,10,6,255,255,739822866,2157517942,63,45,0,0,1102.915062,63.554551,1424222479,1424222479,20.824778,39.077602,0.060187,0.007417,0.05277,0,1,,, ,3,1,1,1,1,1,1,Backdoor,1,backdoor_1_14917112611,682.914724,298.43461,384.48011399999996
175.45.176.3,23529,149.171.126.11,80,tcp,FIN,8.141543,11130,2069314,62,252,3,765,http,10891.30078,2032013.75,240,1534,255,255,2757478783,3065716813,46,1349,1,2378,1774.831322,677.82079,1424222482,1424222490,34.065035,5.29496,0.053831,0.008212,0.045619,0,1,1.0,, ,2,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,43.568584,256.029439
175.45.176.0,20500,149.171.126.11,80,tcp,FIN,0.185569,856,268,254,252,2,1,http,33238.30859,9656.785156,10,6,255,255,3937672022,3548454136,86,45,1,0,1013.524207,60.296691,1424222501,1424222501,18.967333,35.457398,0.05448,0.008274,0.046206,0,1,1.0,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,373.09261300000003,1266.220622
175.45.176.2,57070,149.171.126.11,111,tcp,FIN,0.626504,564,354,254,252,2,1,-,6486.790039,3958.474365,10,8,255,255,828498363,1955005359,56,44,0,0,5387.339364,138.988313,1424222502,1424222503,69.611556,87.886,0.051927,0.00656,0.045367,0,1,,, ,2,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,373.719117,1265.594118
175.45.176.0,27510,149.171.126.11,80,tcp,FIN,0.194826,804,16880,62,252,2,7,http,29729.08984,654655.9375,10,18,255,255,4044303652,699758811,80,938,1,7834,1141.684143,1272.007183,1424222507,1424222507,21.647333,10.831294,0.051206,0.006324,0.044882,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,43.76341,255.83461300000002
175.45.176.2,47342,149.171.126.11,111,udp,INT,4e-06,168,0,254,0,0,0,-,168000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222513,1424222513,0.004,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,373.71912100000003,1265.594114
175.45.176.1,28799,149.171.126.11,80,tcp,FIN,0.1909,922,268,254,252,2,1,http,34782.60938,9387.114258,10,6,255,255,3182502091,2030938868,92,45,1,0,1055.843519,61.246895,1424222516,1424222516,19.749444,36.977398,0.051166,0.006012,0.045154,0,1,1.0,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,43.95431,255.64371300000002
175.45.176.2,2077,149.171.126.11,5900,tcp,FIN,0.310943,555,594,62,252,3,4,-,13095.64746,14021.86231,12,12,255,255,205890382,2682589097,46,50,0,0,1579.870432,38.019211,1424222543,1424222544,28.149091,27.318092,0.022548,0.010435,0.012113,0,1,,, ,1,1,1,2,1,1,1,DoS,1,dos_1_14917112611,1748.142005,589.710556,1158.431449
175.45.176.1,62082,149.171.126.11,80,tcp,FIN,1.103153,1776,217063,62,252,2,83,http,12502.3457,1564874.5,34,170,255,255,2283688795,318000420,52,1277,1,104877,1733.33578,824.591567,1424222544,1424222545,33.428879,6.516559,0.062099,0.007542,0.054557,0,1,1.0,, ,1,1,1,1,1,1,1,DoS,1,dos_1_14917112611,1748.142005,590.813709,1157.328296
175.45.176.2,10546,149.171.126.11,25,tcp,FIN,0.800191,8536,1696,254,252,9,8,smtp,81790.47656,16116.15234,24,20,255,255,728990964,2916469396,356,85,0,0,1806.215491,46.661039,1424222547,1424222548,34.790914,41.655633,0.055519,0.008021,0.047498,0,1,,, ,1,1,1,1,1,1,1,Generic,1,generic_1_14917112611,1289.235708,68.941966,1220.2937419999998
175.45.176.2,23279,149.171.126.11,110,tcp,FIN,0.737508,1040,19336,62,252,7,14,pop3,10771.4082,203192.375,22,32,255,255,2437133406,25791543,47,604,0,0,1798.718682,1461.292454,1424222566,1424222566,35.11943,23.007225,0.055762,0.011383,0.044379,0,1,,, ,1,1,1,1,1,1,1,Exploits,1,exploits_4_14917112611,299.598023,44.691818,254.906205
175.45.176.3,39292,149.171.126.11,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424222570,1424222570,0.01,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1,Reconnaissance,1,reconnaissance_1_14917112611,1639.313235,373.719131,1265.594104
